Transaction Date,Buyer First Name,Buyer Last Name,Gender,Buyer Location,Buyer Date of Birth,Payment Method,Quantity Purchased,Product Code,Sales Representative
7/29/2024,Paul,Smith,Male,San Antonio,9/26/1959,Debit Card,376,Pro03,April Watkins
7/21/2024,Tanya,Taylor,Male,New York,11/23/2000,Mobile Payment,317,Pro05,April Watkins
5/7/2024,James,Parker,Male,Phoenix,12/20/1996,Credit Card,198,Pro02,Elizabeth Guerrero
4/19/2024,Melissa,Walker,Male,San Antonio,7/30/1951,Credit Card,284,Pro07,Tracy Lee
3/3/2024,Rachel,Smith,Male,San Diego,4/19/2005,Mobile Payment,284,Pro09,Sara R.son
1/3/2024,Daniel,Davenport,Male,Dallas,1/16/1952,Cash,358,Pro02,Katie Stanton
1/7/2024,Vickie,Hull,Male,Dallas,1/30/2004,Mobile Payment,296,Pro01,Susan Dean
1/25/2024,Chris,Long,Male,New York,12/22/1992,Cash,230,Pro05,Katie Stanton
1/3/2024,Kevin,Santiago,Male,San Jose,8/21/1960,Mobile Payment,379,Pro09,Susan Dean
4/25/2024,R.,Bell,Male,San Antonio,11/18/1955,Debit Card,177,Pro02,Susan Dean
5/22/2024,Laura,Vasquez,Male,New York,7/7/2003,Mobile Payment,62,Pro02,Sara R.son
2/16/2024,Michelle,Baker,Male,Dallas,4/13/1949,Debit Card,250,Pro10,Katie Stanton
2/6/2024,Carol,Young,Male,Philadelphia,1/1/1958,Cash,119,Pro07,Susan Dean
4/12/2024,Brandy,Myers,Male,Los Angeles,3/5/2006,Cash,93,Pro08,Katie Stanton
1/20/2024,Anthony,Kirk,Male,Phoenix,2/4/1978,Cash,434,Pro01,Susan Dean
4/8/2024,Tracy,Skinner,Male,Dallas,8/3/1955,Debit Card,466,Pro05,April Watkins
5/10/2024,Holly,Fields,Male,Phoenix,10/31/1962,Mobile Payment,135,Pro06,April Watkins
5/23/2024,Brian,West,Male,San Antonio,8/20/1972,Cash,213,Pro05,Elizabeth Guerrero
2/8/2024,Caleb,Martinez,Male,Dallas,9/2/1964,Credit Card,138,Pro10,Tracy Lee
4/14/2024,R.,Reyes,Male,New York,6/2/1998,Credit Card,21,Pro04,Sara R.son
2/8/2024,Elizabeth,Bryant,Female,New York,9/10/1973,Debit Card,424,Pro01,Katie Stanton
1/31/2024,Katherine,Abbott,Male,Phoenix,1/30/2003,Credit Card,134,Pro03,Susan Dean
2/1/2024,Michelle,Palmer,Male,Dallas,7/10/1961,Credit Card,390,Pro03,Katie Stanton
3/28/2024,Rose,Jenkins,Male,Dallas,1/7/2000,Mobile Payment,356,Pro07,Susan Dean
1/4/2024,Timothy,R.s,Male,Phoenix,11/16/1949,Debit Card,46,Pro04,Susan Dean
6/17/2024,Stephen,Knight,Male,Los Angeles,7/4/2002,Debit Card,10,Pro02,Sara R.son
1/4/2024,Heidi,Doyle,Male,San Diego,1/10/1981,Credit Card,26,Pro07,Katie Stanton
6/17/2024,Peter,Ballard,Male,San Antonio,6/30/1961,Debit Card,83,Pro05,Susan Dean
5/21/2024,Amanda,Hughes,Male,Chicago,6/4/1987,Debit Card,315,Pro01,Katie Stanton
5/17/2024,Crystal,Cunningham,Male,New York,10/25/1991,Mobile Payment,260,Pro01,Susan Dean
7/12/2024,Amanda,Johnson,Male,San Diego,3/8/1968,Mobile Payment,278,Pro02,April Watkins
2/19/2024,Christina,Heath,Male,Philadelphia,7/5/1962,Cash,496,Pro07,April Watkins
5/8/2024,Erica,Willis,Male,Los Angeles,9/25/1957,Mobile Payment,278,Pro07,Elizabeth Guerrero
6/3/2024,Cheryl,Lang,Male,San Jose,7/1/2003,Debit Card,113,Pro03,Tracy Lee
2/12/2024,Brandon,Bradley,Male,Dallas,9/12/1977,Debit Card,190,Pro07,Sara R.son
3/23/2024,Angela,May,Male,Dallas,11/10/1986,Cash,496,Pro10,Katie Stanton
3/19/2024,Micheal,Murillo,Male,New York,9/12/1948,Credit Card,308,Pro10,Susan Dean
3/13/2024,Diana,Collins,Male,San Jose,12/13/1956,Cash,195,Pro06,Katie Stanton
7/13/2024,Clinton,Ferguson,Male,Los Angeles,8/13/1980,Cash,65,Pro09,Susan Dean
7/19/2024,Daniel,Rios,Male,Chicago,6/3/1995,Cash,78,Pro09,Susan Dean
6/22/2024,Kenneth,Schmidt,Male,Phoenix,6/5/1992,Mobile Payment,372,Pro05,Sara R.son
3/8/2024,Pamela,Shaw,Male,San Diego,7/20/1973,Cash,455,Pro04,Katie Stanton
3/1/2024,Andrew,Martin,Male,Houston,12/29/1943,Cash,319,Pro01,Susan Dean
4/21/2024,Steven,Browning,Male,San Diego,8/10/1975,Debit Card,359,Pro06,Katie Stanton
1/20/2024,Paul,Gilbert,Male,Los Angeles,4/6/1945,Debit Card,45,Pro06,Susan Dean
6/24/2024,Kenneth,Taylor,Male,Los Angeles,10/27/1973,Cash,234,Pro10,April Watkins
5/4/2024,Jessica,Rivera,Male,Dallas,4/19/1951,Credit Card,127,Pro09,April Watkins
2/29/2024,Daniel,Harrington,Male,New York,2/13/1965,Debit Card,81,Pro05,Elizabeth Guerrero
7/20/2024,Breanna,Potter,Male,San Diego,2/12/2005,Credit Card,13,Pro03,Tracy Lee
3/11/2024,Julie,Holmes,Male,San Antonio,3/27/1981,Cash,117,Pro03,Sara R.son
1/7/2024,Brian,Glenn,Male,Philadelphia,8/1/2003,Mobile Payment,458,Pro05,Katie Stanton
6/1/2024,David,Church,Male,Philadelphia,3/26/1956,Credit Card,222,Pro03,Susan Dean
6/16/2024,Thomas,Cunningham,Male,Philadelphia,3/31/1987,Debit Card,373,Pro01,Katie Stanton
7/15/2024,Rebekah,Ford,Male,Houston,9/9/1990,Cash,69,Pro05,Susan Dean
3/15/2024,Jeremy,Richardson,Male,San Diego,2/2/1947,Cash,218,Pro07,Susan Dean
1/13/2024,Amy,Watts,Male,Philadelphia,8/14/1954,Mobile Payment,336,Pro07,Sara R.son
5/27/2024,William,Foster,Male,New York,5/23/1995,Mobile Payment,73,Pro07,Katie Stanton
2/19/2024,Malik,Chan,Male,Phoenix,12/22/1971,Credit Card,297,Pro09,Susan Dean
7/5/2024,Vanessa,Dean,Male,San Diego,9/16/1950,Cash,477,Pro01,Katie Stanton
4/17/2024,Brianna,Collins,Male,Chicago,4/29/1994,Mobile Payment,491,Pro02,Susan Dean
1/29/2024,Jessica,Gonzalez,Male,Houston,3/6/1965,Mobile Payment,18,Pro07,April Watkins
4/7/2024,Kimberly,Walker,Male,Houston,8/4/2004,Mobile Payment,27,Pro05,April Watkins
4/21/2024,Stephanie,Kelley,Male,Dallas,9/3/1989,Mobile Payment,284,Pro02,Elizabeth Guerrero
6/16/2024,Brian,Jones,Male,Phoenix,12/9/1982,Mobile Payment,394,Pro10,Tracy Lee
1/2/2024,Antonio,Miller,Male,Phoenix,3/20/1996,Cash,212,Pro04,Sara R.son
1/16/2024,Amanda,Hill,Male,Philadelphia,6/12/1997,Mobile Payment,200,Pro10,Katie Stanton
5/9/2024,William,Mckenzie,Male,San Diego,4/28/1957,Cash,15,Pro08,Susan Dean
5/17/2024,Claudia,White,Male,San Antonio,7/31/1960,Mobile Payment,197,Pro03,Katie Stanton
3/4/2024,Maria,Mcdonald,Female,Phoenix,5/10/1948,Debit Card,492,Pro06,Susan Dean
4/12/2024,Kimberly,Perry,Male,San Diego,2/22/1970,Credit Card,316,Pro05,Susan Dean
5/9/2024,Phillip,Lucas,Male,Dallas,11/13/1994,Credit Card,400,Pro06,Sara R.son
2/25/2024,Robin,Hayes,Male,New York,11/18/1969,Cash,387,Pro06,Katie Stanton
7/29/2024,Dustin,Patton,Male,San Diego,2/21/1952,Credit Card,186,Pro10,Susan Dean
5/24/2024,Megan,Clark,Male,Philadelphia,2/26/1961,Cash,459,Pro10,Katie Stanton
7/23/2024,Kathleen,Stafford,Male,Phoenix,4/25/1977,Mobile Payment,268,Pro01,Susan Dean
4/1/2024,Jeffery,Myers,Male,Houston,5/6/1971,Cash,30,Pro03,April Watkins
6/15/2024,Kelli,Thomas,Male,Houston,4/26/1995,Cash,357,Pro01,April Watkins
4/14/2024,Ashley,Alvarado,Male,Dallas,11/4/1974,Debit Card,400,Pro02,Elizabeth Guerrero
2/13/2024,Edward,Brown,Male,San Diego,10/17/1972,Credit Card,320,Pro10,Tracy Lee
6/29/2024,Allison,Shepherd,Male,New York,1/1/1990,Debit Card,165,Pro09,Sara R.son
1/16/2024,Kayla,Rollins,Male,Phoenix,5/4/1996,Mobile Payment,346,Pro08,Katie Stanton
7/21/2024,Brenda,Simmons,Female,Los Angeles,11/13/1971,Debit Card,457,Pro08,Susan Dean
1/13/2024,Lauren,Wright,Male,Philadelphia,4/20/1971,Mobile Payment,377,Pro04,Katie Stanton
2/13/2024,Christopher,Scott,Male,San Antonio,1/2/1995,Mobile Payment,339,Pro10,Susan Dean
4/25/2024,Sheila,Sampson,Male,Phoenix,7/22/1966,Debit Card,99,Pro04,Susan Dean
5/25/2024,Lisa,Kramer,Male,Philadelphia,3/25/1994,Cash,102,Pro09,Sara R.son
6/4/2024,Pamela,Alvarez,Male,Philadelphia,10/22/1985,Cash,459,Pro10,Katie Stanton
2/17/2024,Samantha,Hernandez,Male,New York,7/25/1996,Credit Card,377,Pro09,Susan Dean
1/10/2024,Terri,Davis,Male,Houston,4/22/1990,Mobile Payment,437,Pro04,Katie Stanton
1/8/2024,Nicole,Cole,Male,San Diego,10/1/1984,Debit Card,23,Pro08,Susan Dean
4/30/2024,Samantha,Flynn,Male,San Antonio,1/14/1988,Cash,247,Pro10,April Watkins
1/25/2024,Cindy,Hansen,Male,Chicago,3/31/1950,Cash,195,Pro10,April Watkins
6/23/2024,Jeremy,R.son,Male,Houston,9/17/1991,Cash,287,Pro05,Elizabeth Guerrero
2/7/2024,Joseph,Glover,Male,New York,3/14/1983,Mobile Payment,227,Pro10,Tracy Lee
5/2/2024,Brianna,Moore,Male,New York,2/15/1995,Mobile Payment,339,Pro07,Sara R.son
2/19/2024,Edward,Mccormick,Male,New York,3/8/2004,Mobile Payment,67,Pro07,Katie Stanton
6/14/2024,Melissa,Bush,Male,New York,8/19/1959,Mobile Payment,442,Pro02,Susan Dean
1/20/2024,Megan,Reeves,Male,Phoenix,5/26/1974,Cash,368,Pro03,Katie Stanton
7/12/2024,Michael,Schneider,Male,San Antonio,3/8/1949,Debit Card,482,Pro03,Susan Dean
3/28/2024,Leslie,Singleton,Male,San Diego,4/24/1966,Credit Card,412,Pro07,Susan Dean
6/2/2024,Gary,Dillon,Male,San Jose,9/1/1983,Cash,73,Pro10,Sara R.son
2/12/2024,Susan,Thompson,Female,Dallas,12/13/1953,Mobile Payment,181,Pro09,Katie Stanton
2/24/2024,William,Frederick,Male,Los Angeles,12/23/1972,Credit Card,150,Pro01,Susan Dean
3/4/2024,Cynthia,Baker,Male,Chicago,3/3/1981,Debit Card,246,Pro06,Katie Stanton
7/31/2024,James,Garcia,Male,New York,11/17/1943,Debit Card,343,Pro09,Susan Dean
7/8/2024,Joshua,Stone,Male,Phoenix,6/25/1969,Cash,445,Pro04,April Watkins
5/12/2024,Stephanie,Henderson,Male,Philadelphia,2/11/1975,Credit Card,212,Pro01,April Watkins
7/13/2024,Andrew,Henderson,Male,Philadelphia,6/30/1971,Credit Card,107,Pro02,Elizabeth Guerrero
5/21/2024,Oscar,Morgan,Male,New York,9/16/1995,Mobile Payment,285,Pro02,Tracy Lee
1/15/2024,Thomas,Adkins,Male,Los Angeles,3/29/1962,Mobile Payment,238,Pro09,Sara R.son
1/22/2024,Allison,Parker,Male,Houston,12/11/1983,Credit Card,286,Pro07,Katie Stanton
7/27/2024,Lisa,May,Male,San Jose,9/10/1948,Cash,297,Pro02,Susan Dean
7/24/2024,John,Mata,Male,New York,5/7/1980,Credit Card,345,Pro03,Katie Stanton
7/31/2024,R.,Scott,Male,San Antonio,9/12/1999,Cash,164,Pro02,Susan Dean
5/26/2024,Patricia,Sanchez,Male,Dallas,5/22/1974,Mobile Payment,349,Pro02,Susan Dean
3/21/2024,James,Mcmillan,Male,Philadelphia,10/18/2004,Mobile Payment,209,Pro02,Sara R.son
6/6/2024,Carmen,Navarro,Male,Dallas,6/29/1964,Debit Card,64,Pro06,Katie Stanton
4/7/2024,Courtney,Johnston,Male,San Antonio,12/6/2003,Debit Card,412,Pro08,Susan Dean
7/28/2024,Alexa,Harris,Male,Houston,11/27/1955,Debit Card,405,Pro02,Katie Stanton
1/8/2024,Jacqueline,Rowland,Male,San Jose,7/26/1976,Credit Card,359,Pro01,Susan Dean
1/24/2024,Ashley,Cook,Male,Chicago,3/2/1944,Mobile Payment,303,Pro06,April Watkins
4/12/2024,Sean,Harris,Male,Houston,5/10/2003,Debit Card,275,Pro03,April Watkins
7/22/2024,Tina,Zuniga,Male,Los Angeles,2/7/1994,Debit Card,197,Pro03,Elizabeth Guerrero
1/14/2024,Michael,Jenkins,Male,Chicago,5/10/1973,Debit Card,40,Pro03,Tracy Lee
1/3/2024,Gregory,King,Male,San Antonio,12/6/1949,Mobile Payment,347,Pro05,Sara R.son
1/25/2024,Corey,Smith,Male,Philadelphia,6/26/1988,Mobile Payment,191,Pro08,Katie Stanton
3/12/2024,Amy,R.s,Male,Phoenix,8/19/1956,Cash,115,Pro07,Susan Dean
4/2/2024,Manuel,Gibson,Male,Chicago,9/1/1982,Cash,18,Pro08,Katie Stanton
4/20/2024,Arthur,Hicks,Male,Chicago,10/27/1958,Mobile Payment,234,Pro04,Susan Dean
5/4/2024,Aaron,Fernandez,Male,San Jose,11/14/1970,Debit Card,434,Pro09,Susan Dean
7/5/2024,Ethan,Saunders,Male,New York,1/21/1996,Cash,161,Pro02,Sara R.son
7/20/2024,Jeremy,Salas,Male,Dallas,7/16/1963,Credit Card,265,Pro02,Katie Stanton
5/31/2024,Jeremy,Burns,Male,Dallas,5/22/1957,Debit Card,396,Pro09,Susan Dean
5/13/2024,Charles,Miller,Male,New York,12/19/1970,Mobile Payment,240,Pro06,Katie Stanton
7/27/2024,Andrew,Vargas,Male,Los Angeles,11/17/1946,Mobile Payment,66,Pro06,Susan Dean
7/5/2024,Kathryn,Kelley,Male,Phoenix,1/2/1958,Debit Card,312,Pro08,April Watkins
6/1/2024,Aaron,Hanna,Male,Philadelphia,6/28/2006,Mobile Payment,37,Pro03,April Watkins
3/9/2024,Julie,Drake,Male,Los Angeles,12/27/1966,Credit Card,181,Pro06,Elizabeth Guerrero
4/15/2024,Adriana,Moore,Male,Dallas,2/12/2004,Mobile Payment,495,Pro04,Tracy Lee
4/20/2024,Corey,Roach,Male,Dallas,12/1/1996,Credit Card,476,Pro02,Sara R.son
4/27/2024,Alicia,Scott,Male,New York,1/11/1991,Debit Card,308,Pro06,Katie Stanton
5/18/2024,Christopher,Smith,Male,Houston,7/13/1966,Mobile Payment,172,Pro07,Susan Dean
2/16/2024,Joshua,Gardner,Male,Chicago,6/8/1989,Debit Card,146,Pro04,Katie Stanton
2/19/2024,Terri,Baker,Male,San Jose,7/25/1947,Mobile Payment,79,Pro02,Susan Dean
1/8/2024,Kathy,Harris,Male,Phoenix,11/10/2005,Credit Card,36,Pro05,Susan Dean
2/2/2024,Paige,Weber,Male,Houston,1/26/2001,Mobile Payment,43,Pro02,Sara R.son
3/30/2024,Heather,Pearson,Male,San Jose,5/12/2005,Debit Card,145,Pro03,Katie Stanton
2/3/2024,George,Montes,Male,Phoenix,5/25/1974,Debit Card,313,Pro06,Susan Dean
2/28/2024,Jessica,Martinez,Male,San Antonio,11/19/1963,Cash,242,Pro05,Katie Stanton
4/16/2024,William,Allen,Male,New York,10/29/1976,Mobile Payment,339,Pro03,Susan Dean
2/9/2024,Tony,Wagner,Male,Philadelphia,11/1/1960,Debit Card,175,Pro01,April Watkins
2/14/2024,Ashley,Moore,Male,San Jose,12/11/1978,Credit Card,240,Pro06,April Watkins
3/23/2024,James,Burke,Male,Philadelphia,4/9/1990,Cash,143,Pro04,Elizabeth Guerrero
6/21/2024,Kristen,Wells,Male,San Diego,8/25/1956,Credit Card,50,Pro02,Tracy Lee
7/11/2024,Amanda,Harvey,Male,Los Angeles,12/6/2004,Mobile Payment,20,Pro08,Sara R.son
3/8/2024,Joseph,Scott,Male,San Diego,4/13/1981,Debit Card,361,Pro06,Katie Stanton
6/11/2024,Heidi,Rodriguez,Male,New York,1/10/1991,Mobile Payment,299,Pro04,Susan Dean
6/16/2024,Elizabeth,Gonzalez,Female,Phoenix,1/19/1956,Cash,15,Pro06,Katie Stanton
1/21/2024,Gregory,Smith,Male,Phoenix,12/19/1988,Credit Card,245,Pro08,Susan Dean
1/28/2024,Calvin,Douglas,Male,Dallas,1/29/1986,Cash,251,Pro04,Susan Dean
3/23/2024,Timothy,Mayer,Male,Dallas,6/5/1991,Cash,90,Pro10,Sara R.son
1/13/2024,Krista,Jones,Male,New York,11/5/1962,Credit Card,87,Pro05,Katie Stanton
2/6/2024,Jesse,Moreno,Male,San Jose,3/16/2000,Mobile Payment,355,Pro10,Susan Dean
6/17/2024,Christina,Sawyer,Male,San Antonio,8/26/1956,Cash,264,Pro08,Katie Stanton
2/17/2024,Katherine,Jenkins,Male,New York,8/30/1954,Credit Card,366,Pro05,Susan Dean
5/21/2024,Sarah,Lopez,Male,New York,2/17/1960,Credit Card,233,Pro03,April Watkins
5/8/2024,William,Campbell,Male,San Jose,10/30/1969,Credit Card,204,Pro10,April Watkins
6/18/2024,Diane,Nguyen,Male,Chicago,10/31/1970,Debit Card,494,Pro01,Elizabeth Guerrero
7/21/2024,Alicia,Ramirez,Male,San Antonio,7/15/1947,Mobile Payment,387,Pro07,Tracy Lee
3/26/2024,Pamela,Lee,Male,San Jose,10/6/1999,Debit Card,93,Pro10,Sara R.son
7/5/2024,Savannah,Zimmerman,Male,New York,9/21/2004,Cash,83,Pro06,Katie Stanton
7/15/2024,Megan,Baker,Male,Houston,7/12/1966,Credit Card,85,Pro06,Susan Dean
2/7/2024,Samantha,Marks,Male,Chicago,7/3/1949,Debit Card,219,Pro06,Katie Stanton
3/23/2024,David,Flynn,Male,San Diego,7/26/1980,Debit Card,289,Pro05,Susan Dean
3/21/2024,Michele,Fitzpatrick,Male,Chicago,9/16/1982,Mobile Payment,205,Pro10,Susan Dean
7/31/2024,Amber,Davidson,Male,San Antonio,6/21/2000,Mobile Payment,158,Pro06,Sara R.son
5/2/2024,Brian,Marsh,Male,Los Angeles,10/28/1999,Credit Card,193,Pro01,Katie Stanton
7/17/2024,Barbara,Smith,Female,Philadelphia,12/25/1959,Debit Card,343,Pro08,Susan Dean
4/13/2024,Lonnie,Simmons,Male,Dallas,8/18/1943,Mobile Payment,291,Pro07,Katie Stanton
5/26/2024,Steven,Stephens,Male,Chicago,3/9/1945,Mobile Payment,40,Pro07,Susan Dean
7/17/2024,Samuel,Jordan,Male,Dallas,12/20/1953,Debit Card,75,Pro03,April Watkins
7/2/2024,Lawrence,Lopez,Male,Philadelphia,11/6/1995,Cash,10,Pro06,April Watkins
5/17/2024,Joseph,Davis,Male,Dallas,12/4/1947,Credit Card,439,Pro08,Elizabeth Guerrero
1/16/2024,Erin,Lozano,Male,Chicago,8/31/1970,Mobile Payment,386,Pro01,Tracy Lee
2/10/2024,Billy,Reed,Male,San Diego,5/8/1987,Cash,471,Pro01,Sara R.son
6/1/2024,Angel,Rowland,Male,Chicago,3/5/1952,Debit Card,463,Pro06,Katie Stanton
5/13/2024,Joseph,Jensen,Male,San Antonio,1/9/1955,Credit Card,18,Pro08,Susan Dean
7/12/2024,Victoria,Morales,Male,San Diego,2/11/1981,Cash,66,Pro02,Katie Stanton
5/24/2024,John,Robinson,Male,San Diego,5/19/1955,Cash,107,Pro04,Susan Dean
2/1/2024,Anthony,Vaughan,Male,Dallas,7/22/1947,Debit Card,469,Pro07,Susan Dean
6/4/2024,Michael,Hernandez,Male,Chicago,7/4/1959,Mobile Payment,342,Pro08,Sara R.son
6/18/2024,Terry,Huffman,Male,Phoenix,6/19/1992,Cash,484,Pro06,Katie Stanton
7/7/2024,Kayla,Obrien,Male,New York,4/21/1973,Mobile Payment,370,Pro02,Susan Dean
4/30/2024,Kristin,Jimenez,Male,Phoenix,5/20/1971,Mobile Payment,414,Pro01,Katie Stanton
2/14/2024,Valerie,Gould,Male,San Diego,9/18/1982,Credit Card,482,Pro02,Susan Dean
1/4/2024,Randall,Best,Male,San Jose,4/25/1945,Cash,199,Pro05,April Watkins
6/6/2024,Charles,Marquez,Male,San Diego,1/6/1954,Debit Card,102,Pro01,April Watkins
4/21/2024,Carl,Torres,Male,Chicago,11/1/1955,Mobile Payment,92,Pro08,Elizabeth Guerrero
6/8/2024,David,Sharp,Male,New York,1/29/1956,Cash,214,Pro04,Tracy Lee
5/1/2024,Richard,Butler,Male,Phoenix,6/22/1980,Mobile Payment,500,Pro04,Sara R.son
6/3/2024,Mary,Hicks,Female,San Antonio,3/31/2003,Debit Card,234,Pro01,Katie Stanton
6/2/2024,Stephen,Grimes,Male,Chicago,8/17/2001,Debit Card,257,Pro02,Susan Dean
5/15/2024,Jose,Caldwell,Male,Philadelphia,11/25/1991,Credit Card,445,Pro05,Katie Stanton
5/20/2024,R.,Brown,Male,Phoenix,7/22/1993,Credit Card,451,Pro03,Susan Dean
2/19/2024,Juan,Simpson,Male,Dallas,12/11/2002,Debit Card,212,Pro06,Susan Dean
2/12/2024,James,Reynolds,Male,Dallas,1/24/1960,Credit Card,15,Pro05,Sara R.son
5/20/2024,Fernando,Alvarez,Male,New York,3/12/1981,Mobile Payment,91,Pro08,Katie Stanton
4/15/2024,Alex,House,Male,San Jose,9/1/1971,Debit Card,15,Pro04,Susan Dean
1/18/2024,Cheryl,Goodman,Male,Los Angeles,8/26/1976,Credit Card,324,Pro05,Katie Stanton
3/1/2024,Wanda,Collins,Male,Houston,8/15/1990,Debit Card,500,Pro02,Susan Dean
7/19/2024,Haley,Baker,Male,Houston,11/26/1951,Debit Card,109,Pro06,April Watkins
3/8/2024,Leah,Brennan,Male,San Jose,10/31/1999,Mobile Payment,103,Pro02,April Watkins
1/15/2024,Victoria,Turner,Male,Phoenix,2/16/1980,Debit Card,269,Pro03,Elizabeth Guerrero
2/6/2024,Barbara,Nelson,Female,Houston,10/10/1983,Debit Card,273,Pro01,Tracy Lee
4/7/2024,Dawn,Wilson,Male,San Antonio,2/21/1980,Cash,335,Pro07,Sara R.son
7/29/2024,R.,Fowler,Male,Philadelphia,11/1/1965,Credit Card,334,Pro09,Katie Stanton
4/17/2024,Angela,Davis,Male,New York,10/29/1986,Cash,419,Pro03,Susan Dean
3/19/2024,Whitney,Miller,Male,San Antonio,5/23/1973,Mobile Payment,360,Pro01,Katie Stanton
1/8/2024,Lance,Neal,Male,Houston,1/27/1996,Debit Card,464,Pro10,Susan Dean
6/18/2024,Judy,Hutchinson,Male,Houston,3/27/2005,Cash,248,Pro07,Susan Dean
1/5/2024,Frank,Lee,Male,San Diego,12/20/1947,Credit Card,82,Pro08,Sara R.son
4/14/2024,Melissa,Nguyen,Male,San Antonio,11/20/1958,Credit Card,52,Pro07,Katie Stanton
7/6/2024,Anne,Padilla,Male,Phoenix,8/18/1943,Cash,15,Pro08,Susan Dean
4/12/2024,Taylor,Brewer,Male,Philadelphia,1/31/2003,Mobile Payment,275,Pro10,Katie Stanton
1/25/2024,Melissa,Jones,Male,New York,7/10/1955,Mobile Payment,216,Pro07,Susan Dean
7/11/2024,Oscar,Wright,Male,Philadelphia,8/27/1953,Cash,493,Pro05,April Watkins
7/16/2024,Jacqueline,Boyer,Male,San Jose,3/21/1950,Mobile Payment,481,Pro03,April Watkins
7/24/2024,Michael,Sharp,Male,Philadelphia,7/16/2006,Mobile Payment,98,Pro03,Elizabeth Guerrero
7/23/2024,Daniel,Young,Male,San Diego,3/1/1963,Debit Card,127,Pro08,Tracy Lee
5/30/2024,Cynthia,Thompson,Male,Philadelphia,12/24/1976,Debit Card,311,Pro08,Sara R.son
7/11/2024,John,Graham,Male,San Antonio,2/23/1949,Debit Card,181,Pro02,Katie Stanton
5/25/2024,Thomas,Jordan,Male,Dallas,7/12/1976,Mobile Payment,93,Pro05,Susan Dean
4/24/2024,James,Steele,Male,Philadelphia,6/13/1977,Credit Card,492,Pro04,Katie Stanton
3/16/2024,Christian,Burnett,Male,Dallas,3/4/1971,Credit Card,99,Pro06,Susan Dean
4/17/2024,Shannon,Anderson,Male,Chicago,3/25/1991,Cash,188,Pro09,Susan Dean
4/25/2024,Thomas,Hernandez,Male,San Jose,5/26/1999,Credit Card,255,Pro08,Sara R.son
3/31/2024,Tyrone,Garcia,Male,San Jose,2/4/1947,Mobile Payment,135,Pro03,Katie Stanton
6/10/2024,Michelle,Ingram,Male,Houston,10/7/1946,Cash,411,Pro09,Susan Dean
5/13/2024,Paul,Miller,Male,San Antonio,10/15/1968,Credit Card,257,Pro03,Katie Stanton
6/26/2024,Lisa,Gallegos,Male,Chicago,7/12/1972,Mobile Payment,276,Pro02,Susan Dean
1/31/2024,Garrett,Lopez,Male,Dallas,3/17/1945,Debit Card,388,Pro07,April Watkins
4/1/2024,Frank,Green,Male,Chicago,11/16/1989,Mobile Payment,417,Pro02,April Watkins
2/24/2024,Elizabeth,White,Female,San Jose,6/7/1978,Mobile Payment,349,Pro03,Elizabeth Guerrero
6/28/2024,Tanya,Oneal,Male,Houston,12/29/1987,Debit Card,399,Pro01,Tracy Lee
4/7/2024,Derek,Smith,Male,Dallas,11/30/1977,Mobile Payment,300,Pro05,Sara R.son
3/10/2024,Jessica,Curry,Male,Chicago,5/10/1978,Cash,381,Pro02,Katie Stanton
7/2/2024,Rachel,Fuentes,Male,Houston,4/4/1992,Debit Card,164,Pro01,Susan Dean
7/5/2024,Diana,Neal,Male,San Jose,5/29/1982,Mobile Payment,309,Pro03,Katie Stanton
4/8/2024,Christopher,Bullock,Male,San Diego,5/22/1978,Credit Card,153,Pro06,Susan Dean
1/8/2024,Alexander,Owens,Male,Dallas,1/6/1945,Debit Card,319,Pro07,Susan Dean
1/18/2024,Terri,Baxter,Male,New York,1/30/2004,Mobile Payment,409,Pro01,Sara R.son
4/1/2024,Tony,Ball,Male,San Antonio,3/25/1983,Mobile Payment,288,Pro10,Katie Stanton
5/19/2024,Charles,Harvey,Male,San Jose,6/5/1991,Credit Card,166,Pro03,Susan Dean
7/29/2024,Crystal,Harris,Male,New York,5/31/1967,Credit Card,83,Pro02,Katie Stanton
7/4/2024,Samantha,Smith,Male,New York,7/1/1960,Mobile Payment,313,Pro10,Susan Dean
6/5/2024,Pamela,Robbins,Male,Phoenix,2/2/1977,Credit Card,337,Pro02,April Watkins
5/13/2024,Patricia,Moore,Male,Los Angeles,10/24/1996,Mobile Payment,79,Pro01,April Watkins
6/4/2024,Rebecca,Johnson,Male,Dallas,2/20/1983,Debit Card,284,Pro03,Elizabeth Guerrero
1/10/2024,Dawn,Duke,Male,New York,10/20/1957,Cash,263,Pro02,Tracy Lee
4/27/2024,Elizabeth,Farrell,Female,Phoenix,8/24/1992,Cash,444,Pro10,Sara R.son
7/1/2024,Jean,Farmer,Male,New York,9/6/1967,Debit Card,61,Pro01,Katie Stanton
4/25/2024,Chelsey,Johnson,Male,San Antonio,1/2/2000,Mobile Payment,439,Pro09,Susan Dean
7/11/2024,Ashley,Reid,Male,Los Angeles,11/17/1989,Mobile Payment,453,Pro05,Katie Stanton
2/23/2024,Taylor,Pearson,Male,New York,1/20/1967,Cash,407,Pro09,Susan Dean
6/29/2024,Keith,Carlson,Male,Chicago,6/30/1967,Cash,285,Pro10,Susan Dean
1/5/2024,Nicole,Thompson,Male,Phoenix,9/25/1980,Credit Card,277,Pro04,Sara R.son
2/14/2024,Laurie,Tucker,Male,Houston,2/12/1973,Cash,427,Pro06,Katie Stanton
